sweep, beta, subsystem_id, M, E/J
0, 0.400000, 7848, -1.000000, -3200.000000
1, 0.400000, 7848, -0.900000, -2672.000000
2, 0.400000, 7848, -0.860000, -2528.000000
3, 0.400000, 7848, -0.843750, -2516.000000
4, 0.400000, 7848, -0.805000, -2372.000000
5, 0.400000, 7848, -0.810000, -2424.000000
6, 0.400000, 7848, -0.771250, -2252.000000
7, 0.400000, 7848, -0.750000, -2196.000000
8, 0.400000, 7848, -0.740000, -2140.000000
9, 0.400000, 7848, -0.727500, -2148.000000
10, 0.400000, 7848, -0.717500, -2212.000000
11, 0.400000, 7848, -0.686250, -2156.000000
12, 0.400000, 7848, -0.668750, -2140.000000
13, 0.400000, 7848, -0.658750, -2112.000000
14, 0.400000, 7848, -0.626250, -2140.000000
15, 0.400000, 7848, -0.637500, -2136.000000
16, 0.400000, 7848, -0.631250, -2032.000000
17, 0.400000, 7848, -0.602500, -2052.000000
18, 0.400000, 7848, -0.658750, -2188.000000
19, 0.400000, 7848, -0.687500, -2188.000000
20, 0.400000, 7848, -0.698750, -2116.000000
21, 0.400000, 7848, -0.683750, -2084.000000
22, 0.400000, 7848, -0.688750, -2184.000000
23, 0.400000, 7848, -0.680000, -2128.000000
24, 0.400000, 7848, -0.667500, -2160.000000
25, 0.400000, 7848, -0.693750, -2112.000000
26, 0.400000, 7848, -0.691250, -2200.000000
27, 0.400000, 7848, -0.677500, -2192.000000
28, 0.400000, 7848, -0.656250, -2140.000000
29, 0.400000, 7848, -0.661250, -2028.000000
30, 0.400000, 7848, -0.653750, -2040.000000
31, 0.400000, 7848, -0.625000, -1952.000000
32, 0.400000, 7848, -0.608750, -2028.000000
33, 0.400000, 7848, -0.602500, -2000.000000
34, 0.400000, 7848, -0.605000, -2052.000000
35, 0.400000, 7848, -0.562500, -2004.000000
36, 0.400000, 7848, -0.560000, -1956.000000
37, 0.400000, 7848, -0.587500, -1988.000000
38, 0.400000, 7848, -0.558750, -1908.000000
39, 0.400000, 7848, -0.573750, -1956.000000
40, 0.400000, 7848, -0.540000, -1972.000000
41, 0.400000, 7848, -0.521250, -1892.000000
42, 0.400000, 7848, -0.485000, -1828.000000
43, 0.400000, 7848, -0.443750, -1904.000000
44, 0.400000, 7848, -0.461250, -1852.000000
45, 0.400000, 7848, -0.422500, -1740.000000
46, 0.400000, 7848, -0.412500, -1824.000000
47, 0.400000, 7848, -0.373750, -1844.000000
48, 0.400000, 7848, -0.370000, -1912.000000
49, 0.400000, 7848, -0.365000, -1876.000000
50, 0.400000, 7848, -0.351250, -1804.000000
