sweep, beta, subsystem_id, M, E/J
0, 0.200000, 2174, -1.000000, -3200.000000
1, 0.200000, 2174, -0.641250, -1652.000000
2, 0.200000, 2174, -0.440000, -1152.000000
3, 0.200000, 2174, -0.251250, -792.000000
4, 0.200000, 2174, -0.160000, -640.000000
5, 0.200000, 2174, -0.068750, -772.000000
6, 0.200000, 2174, -0.057500, -616.000000
7, 0.200000, 2174, -0.092500, -676.000000
8, 0.200000, 2174, -0.062500, -596.000000
9, 0.200000, 2174, -0.052500, -680.000000
10, 0.200000, 2174, -0.032500, -656.000000
11, 0.200000, 2174, 0.002500, -484.000000
12, 0.200000, 2174, 0.017500, -632.000000
13, 0.200000, 2174, 0.025000, -696.000000
14, 0.200000, 2174, -0.005000, -516.000000
15, 0.200000, 2174, -0.063750, -688.000000
16, 0.200000, 2174, -0.022500, -720.000000
17, 0.200000, 2174, -0.041250, -664.000000
18, 0.200000, 2174, -0.050000, -676.000000
19, 0.200000, 2174, -0.057500, -600.000000
20, 0.200000, 2174, -0.071250, -632.000000
21, 0.200000, 2174, -0.027500, -668.000000
22, 0.200000, 2174, -0.047500, -584.000000
23, 0.200000, 2174, -0.001250, -812.000000
24, 0.200000, 2174, -0.016250, -656.000000
25, 0.200000, 2174, -0.017500, -668.000000
26, 0.200000, 2174, -0.026250, -672.000000
27, 0.200000, 2174, -0.026250, -716.000000
28, 0.200000, 2174, 0.002500, -804.000000
29, 0.200000, 2174, -0.026250, -660.000000
30, 0.200000, 2174, 0.053750, -580.000000
31, 0.200000, 2174, 0.077500, -604.000000
32, 0.200000, 2174, 0.042500, -592.000000
33, 0.200000, 2174, 0.076250, -612.000000
34, 0.200000, 2174, 0.080000, -692.000000
35, 0.200000, 2174, 0.036250, -608.000000
36, 0.200000, 2174, 0.056250, -692.000000
37, 0.200000, 2174, 0.008750, -688.000000
38, 0.200000, 2174, 0.045000, -716.000000
39, 0.200000, 2174, 0.040000, -772.000000
40, 0.200000, 2174, 0.003750, -688.000000
41, 0.200000, 2174, -0.027500, -672.000000
42, 0.200000, 2174, -0.040000, -768.000000
43, 0.200000, 2174, -0.011250, -600.000000
44, 0.200000, 2174, -0.002500, -680.000000
45, 0.200000, 2174, -0.012500, -632.000000
46, 0.200000, 2174, 0.023750, -684.000000
47, 0.200000, 2174, 0.050000, -656.000000
48, 0.200000, 2174, 0.116250, -748.000000
49, 0.200000, 2174, 0.098750, -712.000000
50, 0.200000, 2174, 0.100000, -632.000000
