sweep, beta, subsystem_id, M, E/J
0, 0.400000, 4091, -1.000000, -3200.000000
1, 0.400000, 4091, -0.936250, -2836.000000
2, 0.400000, 4091, -0.910000, -2708.000000
3, 0.400000, 4091, -0.850000, -2488.000000
4, 0.400000, 4091, -0.781250, -2280.000000
5, 0.400000, 4091, -0.772500, -2256.000000
6, 0.400000, 4091, -0.788750, -2260.000000
7, 0.400000, 4091, -0.785000, -2240.000000
8, 0.400000, 4091, -0.772500, -2220.000000
9, 0.400000, 4091, -0.733750, -2120.000000
10, 0.400000, 4091, -0.761250, -2240.000000
11, 0.400000, 4091, -0.752500, -2160.000000
12, 0.400000, 4091, -0.707500, -2084.000000
13, 0.400000, 4091, -0.712500, -2072.000000
14, 0.400000, 4091, -0.701250, -2120.000000
15, 0.400000, 4091, -0.705000, -2084.000000
16, 0.400000, 4091, -0.693750, -2012.000000
17, 0.400000, 4091, -0.693750, -2100.000000
18, 0.400000, 4091, -0.675000, -2040.000000
19, 0.400000, 4091, -0.691250, -2104.000000
20, 0.400000, 4091, -0.647500, -2076.000000
21, 0.400000, 4091, -0.628750, -1984.000000
22, 0.400000, 4091, -0.611250, -2028.000000
23, 0.400000, 4091, -0.590000, -1944.000000
24, 0.400000, 4091, -0.597500, -2080.000000
25, 0.400000, 4091, -0.563750, -1948.000000
26, 0.400000, 4091, -0.531250, -1984.000000
27, 0.400000, 4091, -0.515000, -1948.000000
28, 0.400000, 4091, -0.526250, -1984.000000
29, 0.400000, 4091, -0.463750, -1824.000000
30, 0.400000, 4091, -0.433750, -1740.000000
31, 0.400000, 4091, -0.486250, -1900.000000
32, 0.400000, 4091, -0.458750, -1860.000000
33, 0.400000, 4091, -0.486250, -1884.000000
34, 0.400000, 4091, -0.481250, -1888.000000
35, 0.400000, 4091, -0.488750, -1916.000000
36, 0.400000, 4091, -0.530000, -1956.000000
37, 0.400000, 4091, -0.496250, -1956.000000
38, 0.400000, 4091, -0.440000, -1768.000000
39, 0.400000, 4091, -0.408750, -1768.000000
40, 0.400000, 4091, -0.433750, -1792.000000
41, 0.400000, 4091, -0.458750, -1860.000000
42, 0.400000, 4091, -0.460000, -1916.000000
43, 0.400000, 4091, -0.408750, -1816.000000
44, 0.400000, 4091, -0.351250, -1756.000000
45, 0.400000, 4091, -0.392500, -1880.000000
46, 0.400000, 4091, -0.346250, -1756.000000
47, 0.400000, 4091, -0.355000, -1728.000000
48, 0.400000, 4091, -0.317500, -1716.000000
49, 0.400000, 4091, -0.296250, -1696.000000
50, 0.400000, 4091, -0.293750, -1768.000000
