sweep, beta, subsystem_id, M, E/J
0, 0.300000, 6655, -1.000000, -3200.000000
1, 0.300000, 6655, -0.848750, -2416.000000
2, 0.300000, 6655, -0.715000, -1980.000000
3, 0.300000, 6655, -0.613750, -1736.000000
4, 0.300000, 6655, -0.577500, -1712.000000
5, 0.300000, 6655, -0.452500, -1368.000000
6, 0.300000, 6655, -0.370000, -1236.000000
7, 0.300000, 6655, -0.300000, -1236.000000
8, 0.300000, 6655, -0.242500, -1164.000000
9, 0.300000, 6655, -0.243750, -1076.000000
10, 0.300000, 6655, -0.161250, -1128.000000
11, 0.300000, 6655, -0.157500, -1076.000000
12, 0.300000, 6655, -0.153750, -1064.000000
13, 0.300000, 6655, -0.192500, -1044.000000
14, 0.300000, 6655, -0.193750, -1084.000000
15, 0.300000, 6655, -0.162500, -1108.000000
16, 0.300000, 6655, -0.191250, -1284.000000
17, 0.300000, 6655, -0.148750, -1200.000000
18, 0.300000, 6655, -0.122500, -1164.000000
19, 0.300000, 6655, -0.157500, -1148.000000
20, 0.300000, 6655, -0.108750, -1044.000000
21, 0.300000, 6655, -0.122500, -1092.000000
22, 0.300000, 6655, -0.117500, -1152.000000
23, 0.300000, 6655, -0.070000, -1212.000000
24, 0.300000, 6655, -0.037500, -1156.000000
25, 0.300000, 6655, -0.021250, -1164.000000
26, 0.300000, 6655, 0.048750, -1052.000000
27, 0.300000, 6655, 0.041250, -996.000000
28, 0.300000, 6655, 0.073750, -1164.000000
29, 0.300000, 6655, 0.032500, -1020.000000
30, 0.300000, 6655, 0.045000, -980.000000
31, 0.300000, 6655, 0.010000, -1216.000000
32, 0.300000, 6655, 0.068750, -1072.000000
33, 0.300000, 6655, 0.082500, -1000.000000
34, 0.300000, 6655, 0.093750, -1064.000000
35, 0.300000, 6655, 0.126250, -1132.000000
36, 0.300000, 6655, 0.122500, -1164.000000
37, 0.300000, 6655, 0.152500, -1120.000000
38, 0.300000, 6655, 0.157500, -1212.000000
39, 0.300000, 6655, 0.108750, -1108.000000
40, 0.300000, 6655, 0.057500, -1152.000000
41, 0.300000, 6655, 0.052500, -1200.000000
42, 0.300000, 6655, -0.020000, -1064.000000
43, 0.300000, 6655, -0.045000, -1020.000000
44, 0.300000, 6655, -0.011250, -1004.000000
45, 0.300000, 6655, -0.012500, -1112.000000
46, 0.300000, 6655, -0.013750, -1136.000000
47, 0.300000, 6655, 0.038750, -1132.000000
48, 0.300000, 6655, 0.027500, -1164.000000
49, 0.300000, 6655, 0.008750, -1180.000000
50, 0.300000, 6655, -0.036250, -1128.000000
