sweep, beta, subsystem_id, M, E/J
0, 0.300000, 2134, -1.000000, -3200.000000
1, 0.300000, 2134, -0.817500, -2308.000000
2, 0.300000, 2134, -0.695000, -1864.000000
3, 0.300000, 2134, -0.635000, -1748.000000
4, 0.300000, 2134, -0.581250, -1560.000000
5, 0.300000, 2134, -0.490000, -1428.000000
6, 0.300000, 2134, -0.393750, -1320.000000
7, 0.300000, 2134, -0.318750, -1248.000000
8, 0.300000, 2134, -0.282500, -1136.000000
9, 0.300000, 2134, -0.255000, -1228.000000
10, 0.300000, 2134, -0.218750, -1172.000000
11, 0.300000, 2134, -0.208750, -1140.000000
12, 0.300000, 2134, -0.182500, -1228.000000
13, 0.300000, 2134, -0.138750, -1224.000000
14, 0.300000, 2134, -0.093750, -1124.000000
15, 0.300000, 2134, -0.021250, -960.000000
16, 0.300000, 2134, -0.035000, -1076.000000
17, 0.300000, 2134, -0.081250, -1144.000000
18, 0.300000, 2134, -0.075000, -1024.000000
19, 0.300000, 2134, -0.098750, -1112.000000
20, 0.300000, 2134, -0.055000, -1064.000000
21, 0.300000, 2134, -0.131250, -996.000000
22, 0.300000, 2134, -0.105000, -1044.000000
23, 0.300000, 2134, -0.098750, -1124.000000
24, 0.300000, 2134, -0.018750, -1124.000000
25, 0.300000, 2134, -0.052500, -1200.000000
26, 0.300000, 2134, -0.048750, -1176.000000
27, 0.300000, 2134, 0.006250, -1096.000000
28, 0.300000, 2134, -0.002500, -1068.000000
29, 0.300000, 2134, -0.010000, -1172.000000
30, 0.300000, 2134, -0.035000, -1092.000000
31, 0.300000, 2134, -0.010000, -1092.000000
32, 0.300000, 2134, -0.012500, -1080.000000
33, 0.300000, 2134, 0.032500, -1124.000000
34, 0.300000, 2134, 0.060000, -1056.000000
35, 0.300000, 2134, 0.083750, -1052.000000
36, 0.300000, 2134, 0.127500, -1100.000000
37, 0.300000, 2134, 0.082500, -1236.000000
38, 0.300000, 2134, 0.116250, -1192.000000
39, 0.300000, 2134, 0.092500, -1092.000000
40, 0.300000, 2134, 0.076250, -1100.000000
41, 0.300000, 2134, 0.085000, -948.000000
42, 0.300000, 2134, 0.108750, -996.000000
43, 0.300000, 2134, 0.117500, -1084.000000
44, 0.300000, 2134, 0.152500, -1204.000000
45, 0.300000, 2134, 0.165000, -1196.000000
46, 0.300000, 2134, 0.175000, -1164.000000
47, 0.300000, 2134, 0.133750, -1148.000000
48, 0.300000, 2134, 0.168750, -1228.000000
49, 0.300000, 2134, 0.161250, -1164.000000
50, 0.300000, 2134, 0.182500, -1248.000000
