sweep, beta, subsystem_id, M, E/J
0, 0.300000, 5696, -1.000000, -3200.000000
1, 0.300000, 5696, -0.825000, -2328.000000
2, 0.300000, 5696, -0.733750, -2000.000000
3, 0.300000, 5696, -0.655000, -1856.000000
4, 0.300000, 5696, -0.538750, -1664.000000
5, 0.300000, 5696, -0.505000, -1588.000000
6, 0.300000, 5696, -0.420000, -1460.000000
7, 0.300000, 5696, -0.396250, -1468.000000
8, 0.300000, 5696, -0.312500, -1220.000000
9, 0.300000, 5696, -0.231250, -1196.000000
10, 0.300000, 5696, -0.218750, -1112.000000
11, 0.300000, 5696, -0.248750, -1196.000000
12, 0.300000, 5696, -0.220000, -1160.000000
13, 0.300000, 5696, -0.183750, -1144.000000
14, 0.300000, 5696, -0.190000, -1100.000000
15, 0.300000, 5696, -0.165000, -1132.000000
16, 0.300000, 5696, -0.115000, -1180.000000
17, 0.300000, 5696, -0.106250, -1172.000000
18, 0.300000, 5696, -0.066250, -1192.000000
19, 0.300000, 5696, -0.070000, -1148.000000
20, 0.300000, 5696, -0.053750, -1120.000000
21, 0.300000, 5696, -0.040000, -1072.000000
22, 0.300000, 5696, 0.048750, -1072.000000
23, 0.300000, 5696, 0.038750, -1156.000000
24, 0.300000, 5696, -0.006250, -1112.000000
25, 0.300000, 5696, 0.038750, -1204.000000
26, 0.300000, 5696, 0.072500, -1116.000000
27, 0.300000, 5696, 0.056250, -1076.000000
28, 0.300000, 5696, 0.046250, -1136.000000
29, 0.300000, 5696, -0.002500, -1108.000000
30, 0.300000, 5696, -0.016250, -1112.000000
31, 0.300000, 5696, -0.016250, -1156.000000
32, 0.300000, 5696, -0.007500, -1084.000000
33, 0.300000, 5696, 0.035000, -1012.000000
34, 0.300000, 5696, 0.012500, -1164.000000
35, 0.300000, 5696, -0.030000, -1128.000000
36, 0.300000, 5696, -0.071250, -1136.000000
37, 0.300000, 5696, -0.082500, -1040.000000
38, 0.300000, 5696, -0.106250, -1144.000000
39, 0.300000, 5696, -0.090000, -1024.000000
40, 0.300000, 5696, -0.037500, -1084.000000
41, 0.300000, 5696, -0.050000, -1068.000000
42, 0.300000, 5696, -0.053750, -1072.000000
43, 0.300000, 5696, -0.056250, -1104.000000
44, 0.300000, 5696, -0.081250, -1044.000000
45, 0.300000, 5696, -0.077500, -1000.000000
46, 0.300000, 5696, -0.090000, -1068.000000
47, 0.300000, 5696, -0.073750, -1176.000000
48, 0.300000, 5696, -0.062500, -1180.000000
49, 0.300000, 5696, -0.042500, -1204.000000
50, 0.300000, 5696, -0.053750, -1148.000000
