sweep, beta, subsystem_id, M, E/J
0, 0.300000, 7325, -1.000000, -3200.000000
1, 0.300000, 7325, -0.853750, -2424.000000
2, 0.300000, 7325, -0.730000, -1944.000000
3, 0.300000, 7325, -0.611250, -1700.000000
4, 0.300000, 7325, -0.542500, -1524.000000
5, 0.300000, 7325, -0.507500, -1480.000000
6, 0.300000, 7325, -0.448750, -1252.000000
7, 0.300000, 7325, -0.347500, -1248.000000
8, 0.300000, 7325, -0.350000, -1284.000000
9, 0.300000, 7325, -0.327500, -1272.000000
10, 0.300000, 7325, -0.258750, -1140.000000
11, 0.300000, 7325, -0.232500, -1212.000000
12, 0.300000, 7325, -0.172500, -1156.000000
13, 0.300000, 7325, -0.198750, -1192.000000
14, 0.300000, 7325, -0.145000, -1208.000000
15, 0.300000, 7325, -0.142500, -1160.000000
16, 0.300000, 7325, -0.116250, -1112.000000
17, 0.300000, 7325, -0.108750, -1084.000000
18, 0.300000, 7325, -0.106250, -1096.000000
19, 0.300000, 7325, -0.096250, -1204.000000
20, 0.300000, 7325, -0.071250, -1076.000000
21, 0.300000, 7325, -0.078750, -1136.000000
22, 0.300000, 7325, -0.112500, -1088.000000
23, 0.300000, 7325, -0.082500, -1120.000000
24, 0.300000, 7325, -0.100000, -1092.000000
25, 0.300000, 7325, -0.103750, -1100.000000
26, 0.300000, 7325, -0.100000, -1124.000000
27, 0.300000, 7325, -0.097500, -1140.000000
28, 0.300000, 7325, -0.100000, -1284.000000
29, 0.300000, 7325, -0.096250, -1176.000000
30, 0.300000, 7325, -0.096250, -1024.000000
31, 0.300000, 7325, -0.078750, -1028.000000
32, 0.300000, 7325, -0.085000, -1088.000000
33, 0.300000, 7325, -0.061250, -1056.000000
34, 0.300000, 7325, 0.026250, -1036.000000
35, 0.300000, 7325, -0.016250, -1032.000000
36, 0.300000, 7325, -0.031250, -1160.000000
37, 0.300000, 7325, -0.022500, -1136.000000
38, 0.300000, 7325, 0.011250, -1028.000000
39, 0.300000, 7325, 0.011250, -1036.000000
40, 0.300000, 7325, -0.038750, -1044.000000
41, 0.300000, 7325, -0.077500, -1152.000000
42, 0.300000, 7325, -0.053750, -1164.000000
43, 0.300000, 7325, -0.037500, -1128.000000
44, 0.300000, 7325, 0.012500, -1156.000000
45, 0.300000, 7325, 0.023750, -1228.000000
46, 0.300000, 7325, 0.023750, -1036.000000
47, 0.300000, 7325, 0.048750, -1064.000000
48, 0.300000, 7325, 0.097500, -1096.000000
49, 0.300000, 7325, 0.093750, -1184.000000
50, 0.300000, 7325, 0.110000, -1208.000000
