sweep, beta, subsystem_id, M, E/J
0, 0.200000, 4564, -1.000000, -3200.000000
1, 0.200000, 4564, -0.600000, -1492.000000
2, 0.200000, 4564, -0.362500, -1008.000000
3, 0.200000, 4564, -0.270000, -820.000000
4, 0.200000, 4564, -0.170000, -708.000000
5, 0.200000, 4564, -0.056250, -564.000000
6, 0.200000, 4564, -0.035000, -656.000000
7, 0.200000, 4564, -0.011250, -688.000000
8, 0.200000, 4564, 0.030000, -692.000000
9, 0.200000, 4564, -0.010000, -792.000000
10, 0.200000, 4564, -0.036250, -732.000000
11, 0.200000, 4564, -0.023750, -724.000000
12, 0.200000, 4564, -0.048750, -648.000000
13, 0.200000, 4564, -0.022500, -680.000000
14, 0.200000, 4564, -0.043750, -640.000000
15, 0.200000, 4564, -0.032500, -776.000000
16, 0.200000, 4564, -0.022500, -736.000000
17, 0.200000, 4564, -0.026250, -748.000000
18, 0.200000, 4564, -0.026250, -732.000000
19, 0.200000, 4564, -0.038750, -604.000000
20, 0.200000, 4564, -0.016250, -728.000000
21, 0.200000, 4564, -0.036250, -720.000000
22, 0.200000, 4564, -0.022500, -808.000000
23, 0.200000, 4564, 0.011250, -616.000000
24, 0.200000, 4564, -0.007500, -724.000000
25, 0.200000, 4564, -0.045000, -652.000000
26, 0.200000, 4564, -0.038750, -676.000000
27, 0.200000, 4564, -0.037500, -680.000000
28, 0.200000, 4564, 0.046250, -720.000000
29, 0.200000, 4564, 0.028750, -760.000000
30, 0.200000, 4564, -0.011250, -760.000000
31, 0.200000, 4564, -0.041250, -704.000000
32, 0.200000, 4564, -0.098750, -620.000000
33, 0.200000, 4564, -0.036250, -608.000000
34, 0.200000, 4564, -0.061250, -652.000000
35, 0.200000, 4564, 0.070000, -704.000000
36, 0.200000, 4564, 0.026250, -628.000000
37, 0.200000, 4564, -0.061250, -684.000000
38, 0.200000, 4564, 0.007500, -708.000000
39, 0.200000, 4564, -0.012500, -668.000000
40, 0.200000, 4564, 0.022500, -724.000000
41, 0.200000, 4564, 0.016250, -744.000000
42, 0.200000, 4564, 0.058750, -708.000000
43, 0.200000, 4564, 0.052500, -712.000000
44, 0.200000, 4564, 0.042500, -568.000000
45, 0.200000, 4564, 0.006250, -584.000000
46, 0.200000, 4564, -0.072500, -668.000000
47, 0.200000, 4564, -0.016250, -700.000000
48, 0.200000, 4564, -0.001250, -768.000000
49, 0.200000, 4564, -0.006250, -708.000000
50, 0.200000, 4564, -0.025000, -604.000000
