sweep, beta, subsystem_id, M, E/J
0, 0.400000, 5523, -1.000000, -3200.000000
1, 0.400000, 5523, -0.913750, -2756.000000
2, 0.400000, 5523, -0.881250, -2600.000000
3, 0.400000, 5523, -0.860000, -2544.000000
4, 0.400000, 5523, -0.840000, -2516.000000
5, 0.400000, 5523, -0.846250, -2472.000000
6, 0.400000, 5523, -0.818750, -2384.000000
7, 0.400000, 5523, -0.786250, -2272.000000
8, 0.400000, 5523, -0.810000, -2392.000000
9, 0.400000, 5523, -0.817500, -2428.000000
10, 0.400000, 5523, -0.816250, -2368.000000
11, 0.400000, 5523, -0.800000, -2276.000000
12, 0.400000, 5523, -0.790000, -2268.000000
13, 0.400000, 5523, -0.741250, -2148.000000
14, 0.400000, 5523, -0.745000, -2220.000000
15, 0.400000, 5523, -0.713750, -2164.000000
16, 0.400000, 5523, -0.725000, -2208.000000
17, 0.400000, 5523, -0.716250, -2204.000000
18, 0.400000, 5523, -0.680000, -2116.000000
19, 0.400000, 5523, -0.605000, -1960.000000
20, 0.400000, 5523, -0.597500, -1924.000000
21, 0.400000, 5523, -0.630000, -2000.000000
22, 0.400000, 5523, -0.653750, -2056.000000
23, 0.400000, 5523, -0.646250, -1988.000000
24, 0.400000, 5523, -0.638750, -2036.000000
25, 0.400000, 5523, -0.623750, -2088.000000
26, 0.400000, 5523, -0.588750, -1988.000000
27, 0.400000, 5523, -0.571250, -1984.000000
28, 0.400000, 5523, -0.552500, -1976.000000
29, 0.400000, 5523, -0.620000, -2008.000000
30, 0.400000, 5523, -0.616250, -2000.000000
31, 0.400000, 5523, -0.612500, -2044.000000
32, 0.400000, 5523, -0.528750, -1864.000000
33, 0.400000, 5523, -0.501250, -1976.000000
34, 0.400000, 5523, -0.533750, -2020.000000
35, 0.400000, 5523, -0.572500, -2080.000000
36, 0.400000, 5523, -0.575000, -2084.000000
37, 0.400000, 5523, -0.560000, -1984.000000
38, 0.400000, 5523, -0.561250, -2064.000000
39, 0.400000, 5523, -0.568750, -2092.000000
40, 0.400000, 5523, -0.610000, -2104.000000
41, 0.400000, 5523, -0.571250, -2100.000000
42, 0.400000, 5523, -0.558750, -2084.000000
43, 0.400000, 5523, -0.550000, -1980.000000
44, 0.400000, 5523, -0.526250, -2036.000000
45, 0.400000, 5523, -0.471250, -1984.000000
46, 0.400000, 5523, -0.423750, -1896.000000
47, 0.400000, 5523, -0.361250, -1796.000000
48, 0.400000, 5523, -0.356250, -1744.000000
49, 0.400000, 5523, -0.361250, -1844.000000
50, 0.400000, 5523, -0.347500, -1760.000000
