sweep, beta, subsystem_id, M, E/J
0, 0.400000, 9101, -1.000000, -3200.000000
1, 0.400000, 9101, -0.912500, -2736.000000
2, 0.400000, 9101, -0.886250, -2616.000000
3, 0.400000, 9101, -0.856250, -2484.000000
4, 0.400000, 9101, -0.842500, -2492.000000
5, 0.400000, 9101, -0.795000, -2320.000000
6, 0.400000, 9101, -0.753750, -2216.000000
7, 0.400000, 9101, -0.766250, -2272.000000
8, 0.400000, 9101, -0.771250, -2304.000000
9, 0.400000, 9101, -0.755000, -2264.000000
10, 0.400000, 9101, -0.733750, -2184.000000
11, 0.400000, 9101, -0.707500, -2192.000000
12, 0.400000, 9101, -0.702500, -2136.000000
13, 0.400000, 9101, -0.718750, -2160.000000
14, 0.400000, 9101, -0.713750, -2216.000000
15, 0.400000, 9101, -0.748750, -2320.000000
16, 0.400000, 9101, -0.727500, -2248.000000
17, 0.400000, 9101, -0.723750, -2212.000000
18, 0.400000, 9101, -0.722500, -2164.000000
19, 0.400000, 9101, -0.730000, -2176.000000
20, 0.400000, 9101, -0.708750, -2152.000000
21, 0.400000, 9101, -0.736250, -2156.000000
22, 0.400000, 9101, -0.710000, -2088.000000
23, 0.400000, 9101, -0.738750, -2208.000000
24, 0.400000, 9101, -0.706250, -2112.000000
25, 0.400000, 9101, -0.730000, -2168.000000
26, 0.400000, 9101, -0.726250, -2236.000000
27, 0.400000, 9101, -0.696250, -2040.000000
28, 0.400000, 9101, -0.676250, -2056.000000
29, 0.400000, 9101, -0.686250, -2160.000000
30, 0.400000, 9101, -0.685000, -2148.000000
31, 0.400000, 9101, -0.668750, -2144.000000
32, 0.400000, 9101, -0.630000, -2044.000000
33, 0.400000, 9101, -0.616250, -2020.000000
34, 0.400000, 9101, -0.600000, -2008.000000
35, 0.400000, 9101, -0.608750, -2044.000000
36, 0.400000, 9101, -0.580000, -1952.000000
37, 0.400000, 9101, -0.577500, -1988.000000
38, 0.400000, 9101, -0.595000, -2028.000000
39, 0.400000, 9101, -0.580000, -1968.000000
40, 0.400000, 9101, -0.591250, -1992.000000
41, 0.400000, 9101, -0.566250, -1912.000000
42, 0.400000, 9101, -0.593750, -1960.000000
43, 0.400000, 9101, -0.600000, -1952.000000
44, 0.400000, 9101, -0.605000, -2016.000000
45, 0.400000, 9101, -0.593750, -1900.000000
46, 0.400000, 9101, -0.592500, -1968.000000
47, 0.400000, 9101, -0.597500, -2068.000000
48, 0.400000, 9101, -0.590000, -1992.000000
49, 0.400000, 9101, -0.552500, -1896.000000
50, 0.400000, 9101, -0.552500, -1844.000000
