sweep, beta, subsystem_id, M, E/J
0, 0.400000, 6196, -1.000000, -3200.000000
1, 0.400000, 6196, -0.918750, -2776.000000
2, 0.400000, 6196, -0.897500, -2684.000000
3, 0.400000, 6196, -0.872500, -2600.000000
4, 0.400000, 6196, -0.828750, -2412.000000
5, 0.400000, 6196, -0.802500, -2284.000000
6, 0.400000, 6196, -0.780000, -2232.000000
7, 0.400000, 6196, -0.728750, -2072.000000
8, 0.400000, 6196, -0.725000, -2128.000000
9, 0.400000, 6196, -0.691250, -2036.000000
10, 0.400000, 6196, -0.690000, -2060.000000
11, 0.400000, 6196, -0.708750, -2096.000000
12, 0.400000, 6196, -0.701250, -2108.000000
13, 0.400000, 6196, -0.663750, -2092.000000
14, 0.400000, 6196, -0.663750, -2084.000000
15, 0.400000, 6196, -0.722500, -2228.000000
16, 0.400000, 6196, -0.701250, -2132.000000
17, 0.400000, 6196, -0.697500, -2096.000000
18, 0.400000, 6196, -0.671250, -2096.000000
19, 0.400000, 6196, -0.671250, -2136.000000
20, 0.400000, 6196, -0.617500, -2028.000000
21, 0.400000, 6196, -0.592500, -2036.000000
22, 0.400000, 6196, -0.612500, -2028.000000
23, 0.400000, 6196, -0.623750, -2024.000000
24, 0.400000, 6196, -0.657500, -2148.000000
25, 0.400000, 6196, -0.635000, -2000.000000
26, 0.400000, 6196, -0.656250, -2044.000000
27, 0.400000, 6196, -0.635000, -2012.000000
28, 0.400000, 6196, -0.611250, -1948.000000
29, 0.400000, 6196, -0.551250, -1880.000000
30, 0.400000, 6196, -0.511250, -1788.000000
31, 0.400000, 6196, -0.530000, -1836.000000
32, 0.400000, 6196, -0.531250, -1876.000000
33, 0.400000, 6196, -0.517500, -1944.000000
34, 0.400000, 6196, -0.493750, -1724.000000
35, 0.400000, 6196, -0.480000, -1752.000000
36, 0.400000, 6196, -0.487500, -1812.000000
37, 0.400000, 6196, -0.478750, -1856.000000
38, 0.400000, 6196, -0.433750, -1792.000000
39, 0.400000, 6196, -0.431250, -1908.000000
40, 0.400000, 6196, -0.453750, -1900.000000
41, 0.400000, 6196, -0.472500, -1924.000000
42, 0.400000, 6196, -0.496250, -1912.000000
43, 0.400000, 6196, -0.468750, -1824.000000
44, 0.400000, 6196, -0.451250, -1760.000000
45, 0.400000, 6196, -0.482500, -1832.000000
46, 0.400000, 6196, -0.481250, -1860.000000
47, 0.400000, 6196, -0.475000, -1876.000000
48, 0.400000, 6196, -0.492500, -1964.000000
49, 0.400000, 6196, -0.513750, -2012.000000
50, 0.400000, 6196, -0.442500, -1956.000000
