sweep, beta, subsystem_id, M, E/J
0, 0.200000, 8908, -1.000000, -3200.000000
1, 0.200000, 8908, -0.648750, -1560.000000
2, 0.200000, 8908, -0.376250, -980.000000
3, 0.200000, 8908, -0.223750, -792.000000
4, 0.200000, 8908, -0.063750, -712.000000
5, 0.200000, 8908, -0.065000, -744.000000
6, 0.200000, 8908, 0.002500, -748.000000
7, 0.200000, 8908, -0.010000, -788.000000
8, 0.200000, 8908, -0.021250, -700.000000
9, 0.200000, 8908, 0.008750, -648.000000
10, 0.200000, 8908, 0.006250, -716.000000
11, 0.200000, 8908, 0.006250, -692.000000
12, 0.200000, 8908, -0.021250, -736.000000
13, 0.200000, 8908, -0.038750, -752.000000
14, 0.200000, 8908, -0.022500, -820.000000
15, 0.200000, 8908, 0.003750, -744.000000
16, 0.200000, 8908, -0.018750, -792.000000
17, 0.200000, 8908, -0.030000, -672.000000
18, 0.200000, 8908, 0.030000, -628.000000
19, 0.200000, 8908, -0.010000, -744.000000
20, 0.200000, 8908, -0.025000, -772.000000
21, 0.200000, 8908, -0.040000, -756.000000
22, 0.200000, 8908, -0.007500, -764.000000
23, 0.200000, 8908, -0.030000, -768.000000
24, 0.200000, 8908, -0.041250, -620.000000
25, 0.200000, 8908, -0.035000, -772.000000
26, 0.200000, 8908, -0.002500, -668.000000
27, 0.200000, 8908, -0.005000, -792.000000
28, 0.200000, 8908, -0.003750, -716.000000
29, 0.200000, 8908, 0.033750, -652.000000
30, 0.200000, 8908, 0.032500, -732.000000
31, 0.200000, 8908, 0.076250, -636.000000
32, 0.200000, 8908, 0.020000, -708.000000
33, 0.200000, 8908, -0.015000, -740.000000
34, 0.200000, 8908, -0.036250, -744.000000
35, 0.200000, 8908, 0.026250, -656.000000
36, 0.200000, 8908, 0.075000, -724.000000
37, 0.200000, 8908, -0.005000, -748.000000
38, 0.200000, 8908, 0.038750, -784.000000
39, 0.200000, 8908, 0.048750, -744.000000
40, 0.200000, 8908, -0.001250, -700.000000
41, 0.200000, 8908, -0.038750, -752.000000
42, 0.200000, 8908, -0.036250, -720.000000
43, 0.200000, 8908, -0.078750, -668.000000
44, 0.200000, 8908, -0.022500, -544.000000
45, 0.200000, 8908, -0.007500, -572.000000
46, 0.200000, 8908, -0.020000, -724.000000
47, 0.200000, 8908, 0.001250, -692.000000
48, 0.200000, 8908, 0.011250, -692.000000
49, 0.200000, 8908, -0.051250, -660.000000
50, 0.200000, 8908, -0.027500, -584.000000
