sweep, beta, subsystem_id, M, E/J
0, 0.300000, 2038, -1.000000, -3200.000000
1, 0.300000, 2038, -0.853750, -2452.000000
2, 0.300000, 2038, -0.722500, -1884.000000
3, 0.300000, 2038, -0.615000, -1624.000000
4, 0.300000, 2038, -0.558750, -1624.000000
5, 0.300000, 2038, -0.475000, -1396.000000
6, 0.300000, 2038, -0.446250, -1444.000000
7, 0.300000, 2038, -0.361250, -1264.000000
8, 0.300000, 2038, -0.355000, -1360.000000
9, 0.300000, 2038, -0.260000, -1176.000000
10, 0.300000, 2038, -0.302500, -1212.000000
11, 0.300000, 2038, -0.287500, -1232.000000
12, 0.300000, 2038, -0.268750, -1136.000000
13, 0.300000, 2038, -0.250000, -1188.000000
14, 0.300000, 2038, -0.216250, -1148.000000
15, 0.300000, 2038, -0.215000, -1092.000000
16, 0.300000, 2038, -0.138750, -1088.000000
17, 0.300000, 2038, -0.071250, -1064.000000
18, 0.300000, 2038, -0.041250, -1052.000000
19, 0.300000, 2038, 0.018750, -1108.000000
20, 0.300000, 2038, -0.026250, -1112.000000
21, 0.300000, 2038, -0.066250, -1204.000000
22, 0.300000, 2038, -0.023750, -1184.000000
23, 0.300000, 2038, 0.007500, -1264.000000
24, 0.300000, 2038, 0.017500, -1128.000000
25, 0.300000, 2038, 0.066250, -1068.000000
26, 0.300000, 2038, 0.081250, -1280.000000
27, 0.300000, 2038, 0.075000, -1156.000000
28, 0.300000, 2038, 0.105000, -1280.000000
29, 0.300000, 2038, 0.098750, -1256.000000
30, 0.300000, 2038, 0.090000, -1300.000000
31, 0.300000, 2038, 0.092500, -1272.000000
32, 0.300000, 2038, 0.086250, -1148.000000
33, 0.300000, 2038, 0.091250, -1216.000000
34, 0.300000, 2038, 0.062500, -1124.000000
35, 0.300000, 2038, 0.055000, -1120.000000
36, 0.300000, 2038, 0.055000, -1148.000000
37, 0.300000, 2038, 0.072500, -1132.000000
38, 0.300000, 2038, 0.028750, -1224.000000
39, 0.300000, 2038, 0.043750, -1096.000000
40, 0.300000, 2038, 0.057500, -1140.000000
41, 0.300000, 2038, -0.043750, -1096.000000
42, 0.300000, 2038, -0.048750, -1028.000000
43, 0.300000, 2038, -0.047500, -1060.000000
44, 0.300000, 2038, -0.030000, -1168.000000
45, 0.300000, 2038, -0.048750, -1160.000000
46, 0.300000, 2038, -0.028750, -1128.000000
47, 0.300000, 2038, 0.047500, -1192.000000
48, 0.300000, 2038, 0.058750, -1120.000000
49, 0.300000, 2038, 0.033750, -1072.000000
50, 0.300000, 2038, 0.116250, -1144.000000
