sweep, beta, subsystem_id, M, E/J
0, 0.400000, 814, -1.000000, -3200.000000
1, 0.400000, 814, -0.933750, -2824.000000
2, 0.400000, 814, -0.900000, -2704.000000
3, 0.400000, 814, -0.855000, -2500.000000
4, 0.400000, 814, -0.815000, -2448.000000
5, 0.400000, 814, -0.822500, -2436.000000
6, 0.400000, 814, -0.811250, -2388.000000
7, 0.400000, 814, -0.765000, -2188.000000
8, 0.400000, 814, -0.722500, -2140.000000
9, 0.400000, 814, -0.705000, -2088.000000
10, 0.400000, 814, -0.656250, -2048.000000
11, 0.400000, 814, -0.645000, -1976.000000
12, 0.400000, 814, -0.632500, -1968.000000
13, 0.400000, 814, -0.600000, -1952.000000
14, 0.400000, 814, -0.591250, -1964.000000
15, 0.400000, 814, -0.570000, -1980.000000
16, 0.400000, 814, -0.548750, -2000.000000
17, 0.400000, 814, -0.496250, -1860.000000
18, 0.400000, 814, -0.507500, -1904.000000
19, 0.400000, 814, -0.522500, -1980.000000
20, 0.400000, 814, -0.558750, -2012.000000
21, 0.400000, 814, -0.523750, -1912.000000
22, 0.400000, 814, -0.453750, -1824.000000
23, 0.400000, 814, -0.425000, -1784.000000
24, 0.400000, 814, -0.430000, -1872.000000
25, 0.400000, 814, -0.447500, -1864.000000
26, 0.400000, 814, -0.442500, -1928.000000
27, 0.400000, 814, -0.452500, -1948.000000
28, 0.400000, 814, -0.428750, -1920.000000
29, 0.400000, 814, -0.426250, -1884.000000
30, 0.400000, 814, -0.438750, -1868.000000
31, 0.400000, 814, -0.446250, -1944.000000
32, 0.400000, 814, -0.397500, -1884.000000
33, 0.400000, 814, -0.380000, -1884.000000
34, 0.400000, 814, -0.397500, -1848.000000
35, 0.400000, 814, -0.405000, -1884.000000
36, 0.400000, 814, -0.403750, -1704.000000
37, 0.400000, 814, -0.398750, -1736.000000
38, 0.400000, 814, -0.343750, -1748.000000
39, 0.400000, 814, -0.322500, -1836.000000
40, 0.400000, 814, -0.347500, -1880.000000
41, 0.400000, 814, -0.366250, -1960.000000
42, 0.400000, 814, -0.348750, -1996.000000
43, 0.400000, 814, -0.340000, -1960.000000
44, 0.400000, 814, -0.320000, -1924.000000
45, 0.400000, 814, -0.313750, -1832.000000
46, 0.400000, 814, -0.310000, -1836.000000
47, 0.400000, 814, -0.303750, -1804.000000
48, 0.400000, 814, -0.305000, -1736.000000
49, 0.400000, 814, -0.317500, -1848.000000
50, 0.400000, 814, -0.275000, -1808.000000
