sweep, beta, subsystem_id, M, E/J
0, 0.400000, 8078, -1.000000, -3200.000000
1, 0.400000, 8078, -0.925000, -2792.000000
2, 0.400000, 8078, -0.900000, -2656.000000
3, 0.400000, 8078, -0.871250, -2584.000000
4, 0.400000, 8078, -0.870000, -2512.000000
5, 0.400000, 8078, -0.843750, -2468.000000
6, 0.400000, 8078, -0.783750, -2336.000000
7, 0.400000, 8078, -0.782500, -2260.000000
8, 0.400000, 8078, -0.768750, -2168.000000
9, 0.400000, 8078, -0.783750, -2244.000000
10, 0.400000, 8078, -0.762500, -2200.000000
11, 0.400000, 8078, -0.762500, -2232.000000
12, 0.400000, 8078, -0.736250, -2172.000000
13, 0.400000, 8078, -0.706250, -2148.000000
14, 0.400000, 8078, -0.720000, -2076.000000
15, 0.400000, 8078, -0.671250, -2000.000000
16, 0.400000, 8078, -0.678750, -2004.000000
17, 0.400000, 8078, -0.657500, -1916.000000
18, 0.400000, 8078, -0.606250, -2020.000000
19, 0.400000, 8078, -0.590000, -1896.000000
20, 0.400000, 8078, -0.557500, -1856.000000
21, 0.400000, 8078, -0.575000, -1880.000000
22, 0.400000, 8078, -0.568750, -1836.000000
23, 0.400000, 8078, -0.556250, -1796.000000
24, 0.400000, 8078, -0.625000, -1956.000000
25, 0.400000, 8078, -0.622500, -2060.000000
26, 0.400000, 8078, -0.586250, -2004.000000
27, 0.400000, 8078, -0.610000, -2016.000000
28, 0.400000, 8078, -0.635000, -2012.000000
29, 0.400000, 8078, -0.602500, -1960.000000
30, 0.400000, 8078, -0.648750, -2116.000000
31, 0.400000, 8078, -0.627500, -2024.000000
32, 0.400000, 8078, -0.611250, -2004.000000
33, 0.400000, 8078, -0.608750, -2036.000000
34, 0.400000, 8078, -0.658750, -2136.000000
35, 0.400000, 8078, -0.640000, -2068.000000
36, 0.400000, 8078, -0.593750, -2032.000000
37, 0.400000, 8078, -0.603750, -1980.000000
38, 0.400000, 8078, -0.640000, -1992.000000
39, 0.400000, 8078, -0.621250, -1980.000000
40, 0.400000, 8078, -0.603750, -2004.000000
41, 0.400000, 8078, -0.562500, -1924.000000
42, 0.400000, 8078, -0.530000, -1856.000000
43, 0.400000, 8078, -0.525000, -1884.000000
44, 0.400000, 8078, -0.497500, -1804.000000
45, 0.400000, 8078, -0.532500, -1852.000000
46, 0.400000, 8078, -0.540000, -1904.000000
47, 0.400000, 8078, -0.561250, -1936.000000
48, 0.400000, 8078, -0.545000, -1936.000000
49, 0.400000, 8078, -0.567500, -1888.000000
50, 0.400000, 8078, -0.530000, -1936.000000
