sweep, beta, subsystem_id, M, E/J
0, 0.300000, 7334, -1.000000, -3200.000000
1, 0.300000, 7334, -0.858750, -2472.000000
2, 0.300000, 7334, -0.742500, -2076.000000
3, 0.300000, 7334, -0.635000, -1764.000000
4, 0.300000, 7334, -0.528750, -1516.000000
5, 0.300000, 7334, -0.475000, -1464.000000
6, 0.300000, 7334, -0.410000, -1344.000000
7, 0.300000, 7334, -0.351250, -1220.000000
8, 0.300000, 7334, -0.308750, -1208.000000
9, 0.300000, 7334, -0.242500, -1172.000000
10, 0.300000, 7334, -0.210000, -1140.000000
11, 0.300000, 7334, -0.168750, -1056.000000
12, 0.300000, 7334, -0.138750, -1032.000000
13, 0.300000, 7334, -0.068750, -1012.000000
14, 0.300000, 7334, -0.015000, -1104.000000
15, 0.300000, 7334, 0.048750, -1148.000000
16, 0.300000, 7334, 0.037500, -1212.000000
17, 0.300000, 7334, 0.055000, -1232.000000
18, 0.300000, 7334, 0.032500, -1104.000000
19, 0.300000, 7334, 0.062500, -1124.000000
20, 0.300000, 7334, 0.022500, -1148.000000
21, 0.300000, 7334, 0.002500, -1132.000000
22, 0.300000, 7334, -0.021250, -1124.000000
23, 0.300000, 7334, -0.022500, -1196.000000
24, 0.300000, 7334, 0.043750, -1168.000000
25, 0.300000, 7334, 0.033750, -1092.000000
26, 0.300000, 7334, 0.028750, -1124.000000
27, 0.300000, 7334, 0.013750, -1108.000000
28, 0.300000, 7334, 0.007500, -1172.000000
29, 0.300000, 7334, 0.018750, -1092.000000
30, 0.300000, 7334, -0.042500, -1180.000000
31, 0.300000, 7334, -0.043750, -1056.000000
32, 0.300000, 7334, -0.015000, -1052.000000
33, 0.300000, 7334, -0.002500, -1120.000000
34, 0.300000, 7334, 0.050000, -1048.000000
35, 0.300000, 7334, 0.037500, -1124.000000
36, 0.300000, 7334, 0.022500, -1128.000000
37, 0.300000, 7334, 0.045000, -1004.000000
38, 0.300000, 7334, 0.045000, -1060.000000
39, 0.300000, 7334, 0.038750, -1212.000000
40, 0.300000, 7334, 0.026250, -1300.000000
41, 0.300000, 7334, -0.056250, -1172.000000
42, 0.300000, 7334, -0.053750, -1104.000000
43, 0.300000, 7334, -0.090000, -1232.000000
44, 0.300000, 7334, -0.095000, -1148.000000
45, 0.300000, 7334, -0.086250, -1108.000000
46, 0.300000, 7334, -0.095000, -1156.000000
47, 0.300000, 7334, -0.101250, -1152.000000
48, 0.300000, 7334, -0.082500, -1128.000000
49, 0.300000, 7334, -0.083750, -1128.000000
50, 0.300000, 7334, -0.067500, -1132.000000
