sweep, beta, subsystem_id, M, E/J
0, 0.400000, 3881, -1.000000, -3200.000000
1, 0.400000, 3881, -0.925000, -2788.000000
2, 0.400000, 3881, -0.860000, -2552.000000
3, 0.400000, 3881, -0.863750, -2568.000000
4, 0.400000, 3881, -0.791250, -2320.000000
5, 0.400000, 3881, -0.748750, -2224.000000
6, 0.400000, 3881, -0.751250, -2212.000000
7, 0.400000, 3881, -0.738750, -2244.000000
8, 0.400000, 3881, -0.707500, -2160.000000
9, 0.400000, 3881, -0.670000, -2108.000000
10, 0.400000, 3881, -0.643750, -2072.000000
11, 0.400000, 3881, -0.620000, -1952.000000
12, 0.400000, 3881, -0.612500, -2040.000000
13, 0.400000, 3881, -0.592500, -2068.000000
14, 0.400000, 3881, -0.608750, -2080.000000
15, 0.400000, 3881, -0.646250, -2072.000000
16, 0.400000, 3881, -0.665000, -2144.000000
17, 0.400000, 3881, -0.642500, -2056.000000
18, 0.400000, 3881, -0.682500, -2136.000000
19, 0.400000, 3881, -0.682500, -2140.000000
20, 0.400000, 3881, -0.690000, -2116.000000
21, 0.400000, 3881, -0.675000, -2128.000000
22, 0.400000, 3881, -0.682500, -2108.000000
23, 0.400000, 3881, -0.666250, -2072.000000
24, 0.400000, 3881, -0.645000, -1948.000000
25, 0.400000, 3881, -0.666250, -2008.000000
26, 0.400000, 3881, -0.655000, -2064.000000
27, 0.400000, 3881, -0.636250, -2060.000000
28, 0.400000, 3881, -0.613750, -2024.000000
29, 0.400000, 3881, -0.606250, -1964.000000
30, 0.400000, 3881, -0.611250, -1992.000000
31, 0.400000, 3881, -0.610000, -1996.000000
32, 0.400000, 3881, -0.547500, -1964.000000
33, 0.400000, 3881, -0.575000, -1980.000000
34, 0.400000, 3881, -0.588750, -1960.000000
35, 0.400000, 3881, -0.546250, -1912.000000
36, 0.400000, 3881, -0.515000, -1812.000000
37, 0.400000, 3881, -0.552500, -1884.000000
38, 0.400000, 3881, -0.530000, -1768.000000
39, 0.400000, 3881, -0.545000, -1916.000000
40, 0.400000, 3881, -0.528750, -1996.000000
41, 0.400000, 3881, -0.547500, -1964.000000
42, 0.400000, 3881, -0.516250, -1832.000000
43, 0.400000, 3881, -0.521250, -1748.000000
44, 0.400000, 3881, -0.505000, -1804.000000
45, 0.400000, 3881, -0.517500, -1848.000000
46, 0.400000, 3881, -0.548750, -1836.000000
47, 0.400000, 3881, -0.552500, -1792.000000
48, 0.400000, 3881, -0.522500, -1760.000000
49, 0.400000, 3881, -0.443750, -1736.000000
50, 0.400000, 3881, -0.480000, -1824.000000
