sweep, beta, subsystem_id, M, E/J
0, 0.400000, 7980, -1.000000, -3200.000000
1, 0.400000, 7980, -0.931250, -2820.000000
2, 0.400000, 7980, -0.871250, -2588.000000
3, 0.400000, 7980, -0.843750, -2444.000000
4, 0.400000, 7980, -0.803750, -2328.000000
5, 0.400000, 7980, -0.805000, -2400.000000
6, 0.400000, 7980, -0.795000, -2312.000000
7, 0.400000, 7980, -0.738750, -2180.000000
8, 0.400000, 7980, -0.747500, -2228.000000
9, 0.400000, 7980, -0.741250, -2176.000000
10, 0.400000, 7980, -0.681250, -2124.000000
11, 0.400000, 7980, -0.625000, -2032.000000
12, 0.400000, 7980, -0.605000, -1880.000000
13, 0.400000, 7980, -0.633750, -1948.000000
14, 0.400000, 7980, -0.601250, -1916.000000
15, 0.400000, 7980, -0.611250, -1960.000000
16, 0.400000, 7980, -0.598750, -2036.000000
17, 0.400000, 7980, -0.626250, -2024.000000
18, 0.400000, 7980, -0.641250, -2124.000000
19, 0.400000, 7980, -0.632500, -2092.000000
20, 0.400000, 7980, -0.637500, -2072.000000
21, 0.400000, 7980, -0.632500, -1992.000000
22, 0.400000, 7980, -0.637500, -2104.000000
23, 0.400000, 7980, -0.638750, -2044.000000
24, 0.400000, 7980, -0.633750, -2144.000000
25, 0.400000, 7980, -0.641250, -2120.000000
26, 0.400000, 7980, -0.625000, -2120.000000
27, 0.400000, 7980, -0.602500, -2056.000000
28, 0.400000, 7980, -0.608750, -2112.000000
29, 0.400000, 7980, -0.651250, -2156.000000
30, 0.400000, 7980, -0.618750, -2028.000000
31, 0.400000, 7980, -0.593750, -2012.000000
32, 0.400000, 7980, -0.535000, -1856.000000
33, 0.400000, 7980, -0.536250, -1892.000000
34, 0.400000, 7980, -0.527500, -1836.000000
35, 0.400000, 7980, -0.537500, -1924.000000
36, 0.400000, 7980, -0.522500, -1948.000000
37, 0.400000, 7980, -0.525000, -1956.000000
38, 0.400000, 7980, -0.591250, -2036.000000
39, 0.400000, 7980, -0.605000, -2100.000000
40, 0.400000, 7980, -0.600000, -2040.000000
41, 0.400000, 7980, -0.621250, -2168.000000
42, 0.400000, 7980, -0.633750, -2184.000000
43, 0.400000, 7980, -0.635000, -2140.000000
44, 0.400000, 7980, -0.616250, -2060.000000
45, 0.400000, 7980, -0.596250, -2096.000000
46, 0.400000, 7980, -0.578750, -2060.000000
47, 0.400000, 7980, -0.561250, -1984.000000
48, 0.400000, 7980, -0.580000, -2036.000000
49, 0.400000, 7980, -0.603750, -2060.000000
50, 0.400000, 7980, -0.575000, -1964.000000
