sweep, beta, subsystem_id, M, E/J
0, 0.400000, 3767, -1.000000, -3200.000000
1, 0.400000, 3767, -0.927500, -2780.000000
2, 0.400000, 3767, -0.877500, -2600.000000
3, 0.400000, 3767, -0.856250, -2512.000000
4, 0.400000, 3767, -0.845000, -2500.000000
5, 0.400000, 3767, -0.846250, -2508.000000
6, 0.400000, 3767, -0.833750, -2456.000000
7, 0.400000, 3767, -0.796250, -2276.000000
8, 0.400000, 3767, -0.765000, -2188.000000
9, 0.400000, 3767, -0.757500, -2232.000000
10, 0.400000, 3767, -0.755000, -2236.000000
11, 0.400000, 3767, -0.757500, -2216.000000
12, 0.400000, 3767, -0.753750, -2172.000000
13, 0.400000, 3767, -0.737500, -2164.000000
14, 0.400000, 3767, -0.753750, -2220.000000
15, 0.400000, 3767, -0.753750, -2276.000000
16, 0.400000, 3767, -0.701250, -2168.000000
17, 0.400000, 3767, -0.718750, -2212.000000
18, 0.400000, 3767, -0.703750, -2072.000000
19, 0.400000, 3767, -0.702500, -2076.000000
20, 0.400000, 3767, -0.667500, -2040.000000
21, 0.400000, 3767, -0.643750, -2028.000000
22, 0.400000, 3767, -0.651250, -1972.000000
23, 0.400000, 3767, -0.646250, -2056.000000
24, 0.400000, 3767, -0.631250, -2044.000000
25, 0.400000, 3767, -0.621250, -2020.000000
26, 0.400000, 3767, -0.636250, -2052.000000
27, 0.400000, 3767, -0.637500, -2056.000000
28, 0.400000, 3767, -0.612500, -1964.000000
29, 0.400000, 3767, -0.568750, -1976.000000
30, 0.400000, 3767, -0.562500, -1968.000000
31, 0.400000, 3767, -0.537500, -1876.000000
32, 0.400000, 3767, -0.531250, -1872.000000
33, 0.400000, 3767, -0.510000, -1888.000000
34, 0.400000, 3767, -0.503750, -1836.000000
35, 0.400000, 3767, -0.512500, -1912.000000
36, 0.400000, 3767, -0.500000, -1872.000000
37, 0.400000, 3767, -0.512500, -1932.000000
38, 0.400000, 3767, -0.536250, -1992.000000
39, 0.400000, 3767, -0.552500, -1936.000000
40, 0.400000, 3767, -0.530000, -1972.000000
41, 0.400000, 3767, -0.581250, -2116.000000
42, 0.400000, 3767, -0.587500, -2128.000000
43, 0.400000, 3767, -0.568750, -2108.000000
44, 0.400000, 3767, -0.593750, -2116.000000
45, 0.400000, 3767, -0.517500, -1984.000000
46, 0.400000, 3767, -0.492500, -2000.000000
47, 0.400000, 3767, -0.461250, -2048.000000
48, 0.400000, 3767, -0.491250, -2048.000000
49, 0.400000, 3767, -0.526250, -2164.000000
50, 0.400000, 3767, -0.513750, -2068.000000
