sweep, beta, subsystem_id, M, E/J
0, 0.400000, 2220, -1.000000, -3200.000000
1, 0.400000, 2220, -0.918750, -2748.000000
2, 0.400000, 2220, -0.857500, -2548.000000
3, 0.400000, 2220, -0.835000, -2460.000000
4, 0.400000, 2220, -0.776250, -2216.000000
5, 0.400000, 2220, -0.780000, -2236.000000
6, 0.400000, 2220, -0.728750, -2160.000000
7, 0.400000, 2220, -0.728750, -2152.000000
8, 0.400000, 2220, -0.718750, -2188.000000
9, 0.400000, 2220, -0.672500, -2168.000000
10, 0.400000, 2220, -0.666250, -2092.000000
11, 0.400000, 2220, -0.651250, -2104.000000
12, 0.400000, 2220, -0.663750, -2108.000000
13, 0.400000, 2220, -0.638750, -2068.000000
14, 0.400000, 2220, -0.673750, -2104.000000
15, 0.400000, 2220, -0.640000, -2032.000000
16, 0.400000, 2220, -0.617500, -2068.000000
17, 0.400000, 2220, -0.593750, -1988.000000
18, 0.400000, 2220, -0.593750, -2028.000000
19, 0.400000, 2220, -0.622500, -2084.000000
20, 0.400000, 2220, -0.600000, -2048.000000
21, 0.400000, 2220, -0.586250, -2060.000000
22, 0.400000, 2220, -0.580000, -2096.000000
23, 0.400000, 2220, -0.581250, -2028.000000
24, 0.400000, 2220, -0.557500, -2048.000000
25, 0.400000, 2220, -0.550000, -1948.000000
26, 0.400000, 2220, -0.555000, -1888.000000
27, 0.400000, 2220, -0.583750, -1956.000000
28, 0.400000, 2220, -0.567500, -1944.000000
29, 0.400000, 2220, -0.575000, -1936.000000
30, 0.400000, 2220, -0.536250, -1916.000000
31, 0.400000, 2220, -0.510000, -1832.000000
32, 0.400000, 2220, -0.530000, -1808.000000
33, 0.400000, 2220, -0.487500, -1792.000000
34, 0.400000, 2220, -0.498750, -1800.000000
35, 0.400000, 2220, -0.491250, -1836.000000
36, 0.400000, 2220, -0.457500, -1860.000000
37, 0.400000, 2220, -0.447500, -1844.000000
38, 0.400000, 2220, -0.391250, -1796.000000
39, 0.400000, 2220, -0.393750, -1764.000000
40, 0.400000, 2220, -0.377500, -1848.000000
41, 0.400000, 2220, -0.368750, -1884.000000
42, 0.400000, 2220, -0.386250, -1860.000000
43, 0.400000, 2220, -0.422500, -1984.000000
44, 0.400000, 2220, -0.413750, -2032.000000
45, 0.400000, 2220, -0.407500, -2000.000000
46, 0.400000, 2220, -0.373750, -1828.000000
47, 0.400000, 2220, -0.447500, -1932.000000
48, 0.400000, 2220, -0.476250, -2004.000000
49, 0.400000, 2220, -0.490000, -1996.000000
50, 0.400000, 2220, -0.450000, -1844.000000
