sweep, beta, subsystem_id, M, E/J
0, 0.400000, 5630, -1.000000, -3200.000000
1, 0.400000, 5630, -0.921250, -2800.000000
2, 0.400000, 5630, -0.866250, -2532.000000
3, 0.400000, 5630, -0.830000, -2404.000000
4, 0.400000, 5630, -0.773750, -2232.000000
5, 0.400000, 5630, -0.756250, -2232.000000
6, 0.400000, 5630, -0.765000, -2240.000000
7, 0.400000, 5630, -0.725000, -2140.000000
8, 0.400000, 5630, -0.757500, -2260.000000
9, 0.400000, 5630, -0.771250, -2312.000000
10, 0.400000, 5630, -0.761250, -2276.000000
11, 0.400000, 5630, -0.753750, -2200.000000
12, 0.400000, 5630, -0.757500, -2216.000000
13, 0.400000, 5630, -0.685000, -2064.000000
14, 0.400000, 5630, -0.662500, -2012.000000
15, 0.400000, 5630, -0.643750, -1984.000000
16, 0.400000, 5630, -0.610000, -2024.000000
17, 0.400000, 5630, -0.586250, -1968.000000
18, 0.400000, 5630, -0.567500, -1904.000000
19, 0.400000, 5630, -0.547500, -1880.000000
20, 0.400000, 5630, -0.528750, -1864.000000
21, 0.400000, 5630, -0.485000, -1780.000000
22, 0.400000, 5630, -0.480000, -1880.000000
23, 0.400000, 5630, -0.505000, -1928.000000
24, 0.400000, 5630, -0.473750, -1824.000000
25, 0.400000, 5630, -0.490000, -1772.000000
26, 0.400000, 5630, -0.477500, -1740.000000
27, 0.400000, 5630, -0.502500, -1752.000000
28, 0.400000, 5630, -0.542500, -1920.000000
29, 0.400000, 5630, -0.505000, -1928.000000
30, 0.400000, 5630, -0.511250, -1896.000000
31, 0.400000, 5630, -0.488750, -1896.000000
32, 0.400000, 5630, -0.435000, -1920.000000
33, 0.400000, 5630, -0.435000, -1788.000000
34, 0.400000, 5630, -0.463750, -1808.000000
35, 0.400000, 5630, -0.487500, -1820.000000
36, 0.400000, 5630, -0.478750, -1836.000000
37, 0.400000, 5630, -0.456250, -1812.000000
38, 0.400000, 5630, -0.455000, -1772.000000
39, 0.400000, 5630, -0.448750, -1704.000000
40, 0.400000, 5630, -0.358750, -1580.000000
41, 0.400000, 5630, -0.340000, -1716.000000
42, 0.400000, 5630, -0.355000, -1624.000000
43, 0.400000, 5630, -0.341250, -1548.000000
44, 0.400000, 5630, -0.363750, -1632.000000
45, 0.400000, 5630, -0.336250, -1692.000000
46, 0.400000, 5630, -0.326250, -1720.000000
47, 0.400000, 5630, -0.315000, -1624.000000
48, 0.400000, 5630, -0.323750, -1692.000000
49, 0.400000, 5630, -0.306250, -1652.000000
50, 0.400000, 5630, -0.298750, -1692.000000
