sweep, beta, subsystem_id, M, E/J
0, 0.400000, 3909, -1.000000, -3200.000000
1, 0.400000, 3909, -0.920000, -2748.000000
2, 0.400000, 3909, -0.878750, -2584.000000
3, 0.400000, 3909, -0.865000, -2508.000000
4, 0.400000, 3909, -0.845000, -2480.000000
5, 0.400000, 3909, -0.823750, -2432.000000
6, 0.400000, 3909, -0.825000, -2376.000000
7, 0.400000, 3909, -0.821250, -2432.000000
8, 0.400000, 3909, -0.787500, -2408.000000
9, 0.400000, 3909, -0.772500, -2336.000000
10, 0.400000, 3909, -0.747500, -2240.000000
11, 0.400000, 3909, -0.702500, -2104.000000
12, 0.400000, 3909, -0.717500, -2132.000000
13, 0.400000, 3909, -0.753750, -2224.000000
14, 0.400000, 3909, -0.735000, -2224.000000
15, 0.400000, 3909, -0.725000, -2288.000000
16, 0.400000, 3909, -0.723750, -2200.000000
17, 0.400000, 3909, -0.696250, -2184.000000
18, 0.400000, 3909, -0.641250, -2020.000000
19, 0.400000, 3909, -0.626250, -1964.000000
20, 0.400000, 3909, -0.618750, -1992.000000
21, 0.400000, 3909, -0.593750, -1956.000000
22, 0.400000, 3909, -0.608750, -1912.000000
23, 0.400000, 3909, -0.646250, -2032.000000
24, 0.400000, 3909, -0.653750, -1932.000000
25, 0.400000, 3909, -0.642500, -2032.000000
26, 0.400000, 3909, -0.635000, -2028.000000
27, 0.400000, 3909, -0.607500, -2032.000000
28, 0.400000, 3909, -0.567500, -1956.000000
29, 0.400000, 3909, -0.563750, -1964.000000
30, 0.400000, 3909, -0.568750, -1928.000000
31, 0.400000, 3909, -0.588750, -1944.000000
32, 0.400000, 3909, -0.582500, -2052.000000
33, 0.400000, 3909, -0.603750, -2036.000000
34, 0.400000, 3909, -0.580000, -2000.000000
35, 0.400000, 3909, -0.553750, -1860.000000
36, 0.400000, 3909, -0.543750, -1848.000000
37, 0.400000, 3909, -0.535000, -1840.000000
38, 0.400000, 3909, -0.517500, -1864.000000
39, 0.400000, 3909, -0.503750, -1920.000000
40, 0.400000, 3909, -0.466250, -1816.000000
41, 0.400000, 3909, -0.451250, -1752.000000
42, 0.400000, 3909, -0.422500, -1740.000000
43, 0.400000, 3909, -0.396250, -1688.000000
44, 0.400000, 3909, -0.377500, -1668.000000
45, 0.400000, 3909, -0.397500, -1788.000000
46, 0.400000, 3909, -0.403750, -1752.000000
47, 0.400000, 3909, -0.447500, -1768.000000
48, 0.400000, 3909, -0.462500, -1844.000000
49, 0.400000, 3909, -0.475000, -1876.000000
50, 0.400000, 3909, -0.468750, -1840.000000
