sweep, beta, subsystem_id, M, E/J
0, 0.300000, 9069, -1.000000, -3200.000000
1, 0.300000, 9069, -0.843750, -2364.000000
2, 0.300000, 9069, -0.707500, -1908.000000
3, 0.300000, 9069, -0.590000, -1684.000000
4, 0.300000, 9069, -0.477500, -1452.000000
5, 0.300000, 9069, -0.410000, -1368.000000
6, 0.300000, 9069, -0.370000, -1340.000000
7, 0.300000, 9069, -0.338750, -1276.000000
8, 0.300000, 9069, -0.226250, -1212.000000
9, 0.300000, 9069, -0.172500, -1244.000000
10, 0.300000, 9069, -0.130000, -1276.000000
11, 0.300000, 9069, -0.130000, -1148.000000
12, 0.300000, 9069, -0.165000, -1132.000000
13, 0.300000, 9069, -0.155000, -1180.000000
14, 0.300000, 9069, -0.141250, -1140.000000
15, 0.300000, 9069, -0.143750, -1024.000000
16, 0.300000, 9069, -0.132500, -1116.000000
17, 0.300000, 9069, -0.157500, -996.000000
18, 0.300000, 9069, -0.188750, -1108.000000
19, 0.300000, 9069, -0.137500, -1100.000000
20, 0.300000, 9069, -0.110000, -1076.000000
21, 0.300000, 9069, -0.085000, -996.000000
22, 0.300000, 9069, -0.096250, -1232.000000
23, 0.300000, 9069, -0.036250, -1208.000000
24, 0.300000, 9069, -0.056250, -1168.000000
25, 0.300000, 9069, -0.133750, -1168.000000
26, 0.300000, 9069, -0.133750, -1164.000000
27, 0.300000, 9069, -0.135000, -1200.000000
28, 0.300000, 9069, -0.098750, -1276.000000
29, 0.300000, 9069, -0.110000, -1248.000000
30, 0.300000, 9069, -0.108750, -1172.000000
31, 0.300000, 9069, -0.088750, -1148.000000
32, 0.300000, 9069, -0.045000, -1148.000000
33, 0.300000, 9069, -0.030000, -984.000000
34, 0.300000, 9069, -0.038750, -960.000000
35, 0.300000, 9069, -0.037500, -1156.000000
36, 0.300000, 9069, -0.013750, -1180.000000
37, 0.300000, 9069, 0.017500, -1072.000000
38, 0.300000, 9069, 0.005000, -1132.000000
39, 0.300000, 9069, -0.020000, -1212.000000
40, 0.300000, 9069, 0.003750, -1152.000000
41, 0.300000, 9069, -0.047500, -1188.000000
42, 0.300000, 9069, -0.037500, -1144.000000
43, 0.300000, 9069, -0.047500, -1168.000000
44, 0.300000, 9069, -0.098750, -1112.000000
45, 0.300000, 9069, -0.053750, -1096.000000
46, 0.300000, 9069, -0.097500, -1148.000000
47, 0.300000, 9069, -0.068750, -1092.000000
48, 0.300000, 9069, -0.052500, -1136.000000
49, 0.300000, 9069, -0.017500, -1080.000000
50, 0.300000, 9069, -0.042500, -1088.000000
