sweep, beta, subsystem_id, M, E/J
0, 0.300000, 9277, -1.000000, -3200.000000
1, 0.300000, 9277, -0.822500, -2312.000000
2, 0.300000, 9277, -0.701250, -1892.000000
3, 0.300000, 9277, -0.591250, -1684.000000
4, 0.300000, 9277, -0.503750, -1544.000000
5, 0.300000, 9277, -0.406250, -1324.000000
6, 0.300000, 9277, -0.317500, -1196.000000
7, 0.300000, 9277, -0.206250, -1236.000000
8, 0.300000, 9277, -0.216250, -1220.000000
9, 0.300000, 9277, -0.218750, -1180.000000
10, 0.300000, 9277, -0.182500, -1152.000000
11, 0.300000, 9277, -0.158750, -1168.000000
12, 0.300000, 9277, -0.112500, -1160.000000
13, 0.300000, 9277, -0.015000, -1252.000000
14, 0.300000, 9277, 0.046250, -1240.000000
15, 0.300000, 9277, -0.041250, -1252.000000
16, 0.300000, 9277, -0.057500, -1200.000000
17, 0.300000, 9277, -0.042500, -1144.000000
18, 0.300000, 9277, -0.028750, -1168.000000
19, 0.300000, 9277, 0.040000, -1168.000000
20, 0.300000, 9277, 0.085000, -1056.000000
21, 0.300000, 9277, 0.150000, -1208.000000
22, 0.300000, 9277, 0.106250, -1060.000000
23, 0.300000, 9277, 0.048750, -996.000000
24, 0.300000, 9277, 0.025000, -1184.000000
25, 0.300000, 9277, 0.028750, -1212.000000
26, 0.300000, 9277, 0.038750, -1148.000000
27, 0.300000, 9277, 0.017500, -1128.000000
28, 0.300000, 9277, -0.021250, -1064.000000
29, 0.300000, 9277, 0.010000, -1116.000000
30, 0.300000, 9277, 0.040000, -1096.000000
31, 0.300000, 9277, 0.071250, -1220.000000
32, 0.300000, 9277, 0.083750, -1088.000000
33, 0.300000, 9277, 0.048750, -1040.000000
34, 0.300000, 9277, 0.047500, -1080.000000
35, 0.300000, 9277, 0.075000, -1228.000000
36, 0.300000, 9277, 0.101250, -1204.000000
37, 0.300000, 9277, 0.145000, -1208.000000
38, 0.300000, 9277, 0.123750, -1172.000000
39, 0.300000, 9277, 0.105000, -1156.000000
40, 0.300000, 9277, 0.106250, -1188.000000
41, 0.300000, 9277, 0.086250, -1216.000000
42, 0.300000, 9277, 0.048750, -1044.000000
43, 0.300000, 9277, 0.058750, -1076.000000
44, 0.300000, 9277, 0.032500, -1072.000000
45, 0.300000, 9277, 0.018750, -1184.000000
46, 0.300000, 9277, -0.057500, -1228.000000
47, 0.300000, 9277, -0.102500, -1116.000000
48, 0.300000, 9277, -0.058750, -1116.000000
49, 0.300000, 9277, -0.070000, -1068.000000
50, 0.300000, 9277, -0.061250, -1048.000000
