sweep, beta, subsystem_id, M, E/J
0, 0.300000, 4943, -1.000000, -3200.000000
1, 0.300000, 4943, -0.826250, -2320.000000
2, 0.300000, 4943, -0.722500, -1968.000000
3, 0.300000, 4943, -0.603750, -1632.000000
4, 0.300000, 4943, -0.508750, -1480.000000
5, 0.300000, 4943, -0.438750, -1308.000000
6, 0.300000, 4943, -0.400000, -1308.000000
7, 0.300000, 4943, -0.307500, -1296.000000
8, 0.300000, 4943, -0.276250, -1280.000000
9, 0.300000, 4943, -0.218750, -1204.000000
10, 0.300000, 4943, -0.237500, -1244.000000
11, 0.300000, 4943, -0.243750, -1296.000000
12, 0.300000, 4943, -0.203750, -1164.000000
13, 0.300000, 4943, -0.210000, -1200.000000
14, 0.300000, 4943, -0.182500, -1212.000000
15, 0.300000, 4943, -0.198750, -1216.000000
16, 0.300000, 4943, -0.167500, -1244.000000
17, 0.300000, 4943, -0.155000, -1140.000000
18, 0.300000, 4943, -0.137500, -1112.000000
19, 0.300000, 4943, -0.173750, -1116.000000
20, 0.300000, 4943, -0.101250, -1128.000000
21, 0.300000, 4943, -0.130000, -1156.000000
22, 0.300000, 4943, -0.106250, -1116.000000
23, 0.300000, 4943, -0.065000, -1040.000000
24, 0.300000, 4943, -0.005000, -1124.000000
25, 0.300000, 4943, -0.022500, -1060.000000
26, 0.300000, 4943, -0.005000, -1156.000000
27, 0.300000, 4943, -0.016250, -1140.000000
28, 0.300000, 4943, 0.030000, -1104.000000
29, 0.300000, 4943, -0.023750, -1188.000000
30, 0.300000, 4943, -0.021250, -1148.000000
31, 0.300000, 4943, -0.013750, -1144.000000
32, 0.300000, 4943, -0.043750, -1084.000000
33, 0.300000, 4943, -0.003750, -1104.000000
34, 0.300000, 4943, 0.015000, -1092.000000
35, 0.300000, 4943, 0.035000, -1128.000000
36, 0.300000, 4943, -0.001250, -1092.000000
37, 0.300000, 4943, 0.002500, -1068.000000
38, 0.300000, 4943, -0.003750, -1032.000000
39, 0.300000, 4943, -0.006250, -1260.000000
40, 0.300000, 4943, -0.027500, -1136.000000
41, 0.300000, 4943, -0.057500, -1084.000000
42, 0.300000, 4943, -0.053750, -1272.000000
43, 0.300000, 4943, -0.073750, -1156.000000
44, 0.300000, 4943, -0.085000, -1148.000000
45, 0.300000, 4943, -0.072500, -1192.000000
46, 0.300000, 4943, -0.071250, -1232.000000
47, 0.300000, 4943, -0.121250, -1200.000000
48, 0.300000, 4943, -0.113750, -1188.000000
49, 0.300000, 4943, -0.085000, -1188.000000
50, 0.300000, 4943, -0.025000, -1212.000000
